dteday,season,hr,holiday,workingday,weathersit,hum,windspeed,temp_c,feels_like_c,casual,registered
1/3/11,1,4,0,1,1,0.47,26,-0.48,-6.9976,0,1
1/3/11,1,5,0,1,1,0.47,19,-0.48,-6.9976,0,3
1/3/11,1,6,0,1,1,0.5,26,-1.42,-8.9974,0,30
1/3/11,1,7,0,1,1,0.5,13,-1.42,-6.9976,1,63
1/3/11,1,8,0,1,1,0.5,19,-1.42,-8.0008,1,153
1/3/11,1,9,0,1,1,0.43,26,-0.48,-6.9976,7,81
1/3/11,1,10,0,1,1,0.43,17,0.46,-4.9978,11,33
1/3/11,1,11,0,1,1,0.4,22,1.4,-4.0012,10,41
1/3/11,1,12,0,1,1,0.35,20,2.34,-2.0014,13,48
1/3/11,1,13,0,1,1,0.35,19,3.28,-2.0014,8,53
1/3/11,1,14,0,1,1,0.3,19,4.22,-0.0016,11,66
1/3/11,1,15,0,1,1,0.3,17,4.22,-0.0016,14,58
1/3/11,1,16,0,1,1,0.3,17,4.22,-0.0016,9,67
1/3/11,1,17,0,1,1,0.3,15,3.28,-0.9982,11,146
1/3/11,1,18,0,1,1,0.32,7,3.28,1.0016,9,148
1/3/11,1,19,0,1,1,0.47,0,1.4,1.0016,8,102
1/3/11,1,20,0,1,1,0.47,7,1.4,-0.9982,3,49
1/3/11,1,21,0,1,1,0.64,9,0.46,-2.998,3,49
1/3/11,1,22,0,1,1,0.69,9,-1.42,-6.001,0,20
1/3/11,1,23,0,1,1,0.55,7,0.46,-2.0014,1,11
1/4/11,1,0,0,1,1,0.55,7,-0.48,-4.0012,0,5
1/4/11,1,1,0,1,1,0.59,7,-0.48,-4.0012,0,2
1/4/11,1,2,0,1,1,0.63,9,-1.42,-6.001,0,1
1/4/11,1,4,0,1,1,0.63,6,-1.42,-4.0012,0,2
1/4/11,1,5,0,1,1,0.68,7,-2.36,-6.001,0,4
1/4/11,1,6,0,1,1,0.74,7,-2.36,-6.001,0,36
1/4/11,1,7,0,1,1,0.74,9,-2.36,-6.001,2,92
1/4/11,1,8,0,1,1,0.69,11,-1.42,-6.001,2,177
1/4/11,1,9,0,1,1,0.64,15,-0.48,-6.001,2,98
1/4/11,1,10,0,1,2,0.69,22,-0.48,-6.9976,5,37
1/4/11,1,11,0,1,1,0.51,20,2.34,-2.0014,7,50
1/4/11,1,12,0,1,1,0.51,11,2.34,-0.9982,12,66
1/4/11,1,13,0,1,1,0.56,13,3.28,-0.9982,18,79
1/4/11,1,14,0,1,1,0.52,15,4.22,1.0016,9,54
1/4/11,1,15,0,1,1,0.52,17,5.16,1.9982,17,48
1/4/11,1,16,0,1,1,0.49,17,6.1,3.0014,15,68
1/4/11,1,17,0,1,1,0.48,15,5.16,1.9982,10,202
1/4/11,1,18,0,1,1,0.48,13,4.22,1.0016,3,179
1/4/11,1,19,0,1,1,0.48,7,3.28,1.0016,2,110
1/4/11,1,20,0,1,1,0.48,7,3.28,1.0016,1,53
1/4/11,1,21,0,1,1,0.64,0,2.34,1.9982,0,48
1/4/11,1,22,0,1,1,0.64,6,2.34,1.0016,1,34
1/4/11,1,23,0,1,1,0.69,6,1.4,-0.9982,2,9
1/5/11,1,0,0,1,1,0.64,0,1.4,1.0016,0,6
1/5/11,1,1,0,1,1,0.74,6,-0.48,-2.998,0,6
1/5/11,1,2,0,1,1,0.74,6,-0.48,-2.998,0,2
1/5/11,1,4,0,1,1,0.48,15,3.28,-0.9982,0,2
1/5/11,1,5,0,1,1,0.47,11,2.34,-0.9982,0,3
1/5/11,1,6,0,1,1,0.47,15,1.4,-2.998,0,33
1/5/11,1,7,0,1,1,0.43,13,0.46,-4.0012,1,87
1/5/11,1,8,0,1,1,0.4,20,1.4,-4.0012,3,192
1/5/11,1,9,0,1,1,0.37,22,2.34,-2.998,6,109
1/5/11,1,10,0,1,1,0.37,22,2.34,-2.998,4,53
1/5/11,1,11,0,1,1,0.33,22,4.22,-0.9982,12,34
1/5/11,1,12,0,1,1,0.33,22,4.22,-0.9982,5,74
1/5/11,1,13,0,1,1,0.3,20,5.16,1.0016,6,65
1/5/11,1,14,0,1,1,0.28,13,6.1,3.0014,10,52
1/5/11,1,15,0,1,1,0.28,13,6.1,3.0014,7,55
1/5/11,1,16,0,1,1,0.28,6,6.1,5.0012,4,85
1/5/11,1,17,0,1,1,0.38,13,3.28,-0.9982,4,186
1/5/11,1,18,0,1,1,0.38,9,3.28,-0.0016,3,166
1/5/11,1,19,0,1,1,0.38,7,3.28,1.0016,5,127
1/5/11,1,20,0,1,1,0.47,11,2.34,-0.9982,7,82
1/5/11,1,21,0,1,1,0.51,13,1.4,-2.998,3,40
1/5/11,1,22,0,1,1,0.55,9,0.46,-2.998,1,41
1/5/11,1,23,0,1,1,0.47,0,1.4,1.0016,1,18
1/6/11,1,0,0,1,1,0.55,0,0.46,-0.0016,0,11
1/6/11,1,1,0,1,1,0.64,0,-0.48,-0.9982,0,4
1/6/11,1,2,0,1,1,0.64,0,-0.48,-0.9982,0,2
1/6/11,1,4,0,1,2,0.64,6,-0.48,-2.998,0,1
1/6/11,1,5,0,1,2,0.69,6,-1.42,-4.0012,0,4
1/6/11,1,6,0,1,2,0.63,7,-1.42,-4.9978,0,36
1/6/11,1,7,0,1,2,0.59,0,-0.48,-0.9982,0,95
1/6/11,1,8,0,1,1,0.59,0,-0.48,-0.9982,3,216
1/6/11,1,9,0,1,2,0.51,0,0.46,-0.0016,6,116
1/6/11,1,10,0,1,1,0.47,0,1.4,1.0016,3,42
1/6/11,1,11,0,1,1,0.44,6,2.34,1.0016,2,57
1/6/11,1,12,0,1,1,0.35,0,4.22,3.0014,6,78
1/6/11,1,13,0,1,1,0.35,7,4.22,1.9982,12,55
1/6/11,1,14,0,1,1,0.36,11,5.16,1.9982,11,59
1/6/11,1,15,0,1,1,0.36,0,5.16,1.9982,8,54
1/6/11,1,16,0,1,1,0.38,11,4.22,1.0016,12,74
1/6/11,1,17,0,1,1,0.51,11,2.34,-0.9982,9,163
1/6/11,1,18,0,1,1,0.51,9,2.34,-0.9982,5,158
1/6/11,1,19,0,1,1,0.55,6,2.34,1.0016,3,109
1/6/11,1,20,0,1,1,0.51,11,1.4,-2.0014,3,66
1/6/11,1,21,0,1,2,0.55,15,2.34,-2.0014,0,48
1/6/11,1,22,0,1,2,0.51,19,2.34,-2.0014,1,51
1/6/11,1,23,0,1,2,0.59,13,1.4,-2.998,4,19
1/7/11,1,0,0,1,2,0.64,13,1.4,-2.998,4,13
1/7/11,1,1,0,1,2,0.69,15,1.4,-2.998,2,5
1/7/11,1,2,0,1,2,0.69,15,1.4,-2.998,0,1
1/7/11,1,4,0,1,2,0.69,9,1.4,-2.0014,0,1
1/7/11,1,5,0,1,3,0.55,0,2.34,1.9982,0,5
1/7/11,1,6,0,1,2,0.69,0,1.4,1.0016,8,26
1/7/11,1,7,0,1,1,0.69,9,1.4,-2.0014,8,76
1/7/11,1,8,0,1,1,0.51,17,1.4,-2.998,20,190
1/7/11,1,9,0,1,1,0.47,20,1.4,-4.0012,9,125
1/7/11,1,10,0,1,1,0.37,22,2.34,-2.998,16,47
1/7/11,1,11,0,1,2,0.4,15,1.4,-2.998,19,48
1/7/11,1,12,0,1,2,0.37,17,1.4,-2.998,9,50
1/7/11,1,13,0,1,2,0.37,19,1.4,-4.0012,9,64
1/7/11,1,14,0,1,2,0.4,17,1.4,-2.998,7,43
1/7/11,1,15,0,1,2,0.37,11,1.4,-2.0014,9,63
1/7/11,1,16,0,1,2,0.37,11,1.4,-2.0014,5,82
1/7/11,1,17,0,1,2,0.37,0,1.4,1.0016,9,178
1/7/11,1,18,0,1,1,0.4,6,1.4,-0.9982,7,116
1/7/11,1,19,0,1,1,0.55,6,-0.48,-2.998,3,92
1/7/11,1,20,0,1,1,0.47,7,0.46,-2.0014,1,50
1/7/11,1,21,0,1,1,0.47,9,0.46,-2.998,0,39
1/7/11,1,22,0,1,2,0.43,11,0.46,-2.998,2,34
1/7/11,1,23,0,1,2,0.51,11,0.46,-2.998,1,14
1/8/11,1,0,0,0,2,0.51,11,0.46,-2.998,1,24
1/8/11,1,1,0,0,2,0.55,6,0.46,-2.0014,1,15
1/8/11,1,2,0,0,2,0.55,0,0.46,-0.0016,3,13
1/8/11,1,3,0,0,3,0.55,11,0.46,-2.998,0,7
1/8/11,1,4,0,0,3,0.55,11,0.46,-2.998,0,1
1/8/11,1,5,0,0,2,0.74,11,-0.48,-4.9978,0,5
1/8/11,1,6,0,0,2,0.74,11,-0.48,-4.9978,0,2
1/8/11,1,7,0,0,2,0.74,7,-0.48,-4.0012,1,8
1/8/11,1,8,0,0,3,0.93,7,-0.48,-4.0012,0,15
1/8/11,1,9,0,0,3,0.93,7,-0.48,-4.0012,0,20
1/8/11,1,10,0,0,2,0.8,11,0.46,-2.998,5,56
1/8/11,1,11,0,0,2,0.69,26,1.4,-4.0012,2,60
1/8/11,1,12,0,0,2,0.59,24,1.4,-4.0012,8,90
1/8/11,1,13,0,0,1,0.44,22,1.4,-4.0012,7,95
1/8/11,1,14,0,0,1,0.32,33,1.4,-4.9978,12,83
1/8/11,1,15,0,0,1,0.32,30,1.4,-4.9978,5,69
1/8/11,1,16,0,0,1,0.29,30,0.46,-6.9976,8,68
1/8/11,1,17,0,0,1,0.37,37,-0.48,-8.0008,5,64
1/8/11,1,18,0,0,1,0.39,20,-1.42,-8.0008,3,52
1/8/11,1,19,0,0,1,0.36,17,-1.42,-8.0008,4,26
1/8/11,1,20,0,0,1,0.36,17,-2.36,-8.0008,0,28
1/8/11,1,21,0,0,1,0.39,24,-2.36,-8.9974,2,35
1/8/11,1,22,0,0,1,0.36,26,-2.36,-8.9974,1,33
1/8/11,1,23,0,0,1,0.39,30,-3.3,-12.0004,0,22
1/9/11,1,0,0,0,1,0.42,26,-3.3,-10.9972,1,24
1/9/11,1,1,0,0,1,0.42,31,-3.3,-12.0004,0,12
1/9/11,1,2,0,0,1,0.46,31,-3.3,-12.0004,0,11
1/9/11,1,3,0,0,1,0.46,28,-3.3,-10.9972,0,4
1/9/11,1,4,0,0,1,0.53,13,-4.24,-10.0006,0,1
1/9/11,1,5,0,0,1,0.53,13,-4.24,-10.0006,0,1
1/9/11,1,6,0,0,1,0.49,19,-3.3,-10.0006,0,1
1/9/11,1,7,0,0,1,0.53,13,-4.24,-10.0006,1,5
1/9/11,1,8,0,0,1,0.49,19,-3.3,-10.0006,0,10
1/9/11,1,9,0,0,1,0.46,35,-2.36,-10.9972,0,19
1/9/11,1,10,0,0,1,0.43,26,-1.42,-8.9974,0,49
1/9/11,1,11,0,0,1,0.4,35,-0.48,-8.0008,2,47
1/9/11,1,12,0,0,1,0.37,30,0.46,-6.9976,4,79
1/9/11,1,13,0,0,1,0.34,30,1.4,-4.9978,6,69
1/9/11,1,14,0,0,1,0.32,31,2.34,-4.0012,8,64
1/9/11,1,15,0,0,1,0.35,24,2.34,-2.998,5,77
1/9/11,1,16,0,0,1,0.34,30,1.4,-4.9978,13,79
1/9/11,1,17,0,0,1,0.37,26,0.46,-6.001,3,59
1/9/11,1,18,0,0,1,0.4,22,-0.48,-6.9976,4,44
1/9/11,1,19,0,0,1,0.43,22,-0.48,-6.9976,1,40
1/9/11,1,20,0,0,1,0.46,17,-1.42,-8.0008,0,38
1/9/11,1,21,0,0,1,0.46,28,-1.42,-8.9974,1,19
1/9/11,1,22,0,0,1,0.46,20,-1.42,-8.0008,5,10
1/9/11,1,23,0,0,1,0.5,13,-2.36,-6.9976,0,6
1/10/11,1,0,0,1,1,0.5,19,-2.36,-8.0008,2,3
1/10/11,1,1,0,1,1,0.5,19,-2.36,-8.0008,1,0
1/10/11,1,2,0,1,1,0.5,15,-2.36,-8.0008,0,3
1/10/11,1,3,0,1,1,0.5,15,-2.36,-8.0008,0,1
1/10/11,1,4,0,1,1,0.54,9,-3.3,-8.0008,1,2
1/10/11,1,5,0,1,1,0.54,17,-3.3,-8.9974,0,3
1/10/11,1,6,0,1,1,0.5,19,-2.36,-8.0008,0,31
1/10/11,1,7,0,1,1,0.5,15,-2.36,-8.0008,2,75
1/10/11,1,8,0,1,2,0.5,19,-2.36,-8.0008,4,184
1/10/11,1,9,0,1,2,0.5,17,-1.42,-8.0008,2,92
1/10/11,1,10,0,1,2,0.5,20,-1.42,-8.0008,0,31
1/10/11,1,11,0,1,2,0.47,19,-0.48,-6.9976,2,28
1/10/11,1,12,0,1,2,0.4,19,1.4,-4.0012,5,47
1/10/11,1,13,0,1,2,0.4,19,1.4,-4.0012,4,50
1/10/11,1,14,0,1,2,0.4,15,1.4,-2.998,0,47
1/10/11,1,15,0,1,2,0.4,15,1.4,-2.998,2,43
1/10/11,1,16,0,1,1,0.4,9,1.4,-2.0014,4,70
1/10/11,1,17,0,1,1,0.4,7,1.4,-0.9982,4,174
1/10/11,1,18,0,1,1,0.4,15,1.4,-2.998,1,154
1/10/11,1,19,0,1,1,0.47,11,-0.48,-4.9978,3,92
1/10/11,1,20,0,1,1,0.5,11,-0.48,-4.9978,1,73
1/10/11,1,21,0,1,1,0.59,13,-1.42,-6.9976,1,37
1/10/11,1,22,0,1,1,0.59,11,-1.42,-6.001,2,22
1/10/11,1,23,0,1,1,0.59,11,-1.42,-6.001,0,18
1/11/11,1,0,0,1,1,0.59,7,-1.42,-4.9978,2,10
1/11/11,1,1,0,1,1,0.59,11,-1.42,-6.001,0,3
1/11/11,1,2,0,1,2,0.55,13,-0.48,-6.001,0,3
1/11/11,1,5,0,1,2,0.55,9,-0.48,-4.0012,0,6
1/11/11,1,6,0,1,2,0.55,9,-0.48,-4.0012,0,27
1/11/11,1,7,0,1,2,0.55,0,-0.48,-0.9982,2,97
1/11/11,1,8,0,1,2,0.51,6,0.46,-2.0014,3,214
1/11/11,1,9,0,1,2,0.51,11,0.46,-2.998,3,127
1/11/11,1,10,0,1,2,0.51,11,1.4,-2.0014,3,51
1/11/11,1,11,0,1,2,0.47,9,1.4,-2.0014,4,31
1/11/11,1,12,0,1,2,0.51,7,1.4,-0.9982,2,55
1/11/11,1,13,0,1,2,0.59,6,1.4,-0.9982,6,46
1/11/11,1,14,0,1,2,0.59,6,1.4,-0.9982,3,60
1/11/11,1,15,0,1,2,0.8,6,-0.48,-2.998,2,45
1/11/11,1,16,0,1,2,0.86,15,-0.48,-6.001,4,72
1/11/11,1,17,0,1,2,0.86,15,-0.48,-6.001,6,130
1/11/11,1,18,0,1,3,0.93,7,-0.48,-4.0012,1,94
1/11/11,1,19,0,1,3,0.93,0,-0.48,-0.9982,0,51
1/11/11,1,20,0,1,3,0.93,13,-0.48,-6.001,0,32
1/11/11,1,21,0,1,3,0.86,6,-0.48,-2.998,0,20
1/11/11,1,22,0,1,3,0.93,7,-0.48,-4.0012,1,28
1/11/11,1,23,0,1,3,0.93,6,-0.48,-2.998,1,18
1/12/11,1,0,0,1,2,0.86,6,-0.48,-2.998,0,7
1/12/11,1,1,0,1,2,0.86,7,-0.48,-4.0012,0,6
1/12/11,1,2,0,1,1,0.86,9,-1.42,-6.001,0,1
1/12/11,1,5,0,1,1,0.86,11,-1.42,-6.001,0,5
1/12/11,1,6,0,1,1,0.93,9,-2.36,-6.001,0,16
1/12/11,1,7,0,1,1,0.69,9,-1.42,-6.001,0,54
1/12/11,1,8,0,1,1,0.59,11,-0.48,-4.9978,3,125
1/12/11,1,9,0,1,1,0.59,22,-0.48,-6.9976,3,78
1/12/11,1,10,0,1,1,0.55,15,0.46,-4.0012,0,39
1/12/11,1,11,0,1,1,0.51,26,1.4,-4.0012,3,32
1/12/11,1,12,0,1,1,0.47,39,1.4,-6.001,3,52
1/12/11,1,13,0,1,1,0.44,24,2.34,-2.998,0,49
1/12/11,1,14,0,1,1,0.47,22,1.4,-4.0012,0,44
1/12/11,1,15,0,1,1,0.47,28,1.4,-4.9978,1,48
1/12/11,1,16,0,1,1,0.44,22,2.34,-2.998,5,63
1/12/11,1,17,0,1,1,0.47,24,1.4,-4.0012,0,139
1/12/11,1,18,0,1,1,0.47,35,1.4,-6.001,2,135
1/12/11,1,19,0,1,1,0.47,28,0.46,-6.001,1,82
1/12/11,1,20,0,1,1,0.5,22,-0.48,-6.9976,2,54
1/12/11,1,21,0,1,1,0.55,22,-0.48,-6.9976,0,57
1/12/11,1,22,0,1,1,0.55,30,-0.48,-8.0008,1,32
1/12/11,1,23,0,1,1,0.59,28,-1.42,-8.9974,1,19
1/13/11,1,0,0,1,1,0.59,19,-1.42,-8.0008,1,6
1/13/11,1,1,0,1,1,0.5,19,-1.42,-8.0008,0,2
1/13/11,1,2,0,1,1,0.5,24,-1.42,-8.0008,0,2
1/13/11,1,3,0,1,1,0.5,22,-1.42,-8.0008,0,3
1/13/11,1,4,0,1,1,0.5,17,-1.42,-8.0008,0,4
1/13/11,1,5,0,1,1,0.5,20,-1.42,-8.0008,0,3
1/13/11,1,6,0,1,1,0.54,9,-2.36,-6.001,0,28
1/13/11,1,7,0,1,1,0.54,9,-2.36,-6.001,0,72
1/13/11,1,8,0,1,1,0.5,13,-1.42,-6.9976,5,197
1/13/11,1,9,0,1,1,0.5,22,-1.42,-8.0008,2,137
1/13/11,1,10,0,1,2,0.5,24,-0.48,-6.9976,2,36
1/13/11,1,11,0,1,2,0.44,30,1.4,-4.9978,4,33
1/13/11,1,12,0,1,1,0.44,28,1.4,-4.9978,3,49
1/13/11,1,13,0,1,1,0.41,30,2.34,-2.998,2,81
1/13/11,1,14,0,1,1,0.41,26,2.34,-2.998,3,39
1/13/11,1,15,0,1,1,0.38,20,3.28,-2.0014,5,55
1/13/11,1,16,0,1,1,0.38,24,3.28,-2.0014,2,76
1/13/11,1,17,0,1,1,0.4,19,1.4,-4.0012,4,158
1/13/11,1,18,0,1,1,0.4,22,1.4,-4.0012,3,141
1/13/11,1,19,0,1,1,0.47,17,-0.48,-6.001,1,98
1/13/11,1,20,0,1,1,0.47,15,-0.48,-6.001,0,64
1/13/11,1,21,0,1,1,0.46,20,-1.42,-8.0008,0,40
1/13/11,1,22,0,1,1,0.46,22,-1.42,-8.0008,0,30
1/13/11,1,23,0,1,1,0.5,13,-2.36,-6.9976,1,14
1/14/11,1,0,0,1,1,0.5,13,-2.36,-6.9976,0,14
1/14/11,1,1,0,1,1,0.54,11,-3.3,-8.0008,0,5
1/14/11,1,2,0,1,1,0.54,9,-3.3,-8.0008,0,1
1/14/11,1,3,0,1,1,0.54,7,-3.3,-6.9976,0,1
1/14/11,1,5,0,1,1,0.54,6,-3.3,-6.9976,0,8
1/14/11,1,6,0,1,1,0.54,0,-3.3,-4.0012,0,17
1/14/11,1,7,0,1,1,0.74,11,-3.3,-8.0008,0,70
1/14/11,1,8,0,1,1,0.68,0,-2.36,-4.9978,2,156
1/14/11,1,9,0,1,1,0.69,9,-1.42,-6.001,0,117
1/14/11,1,10,0,1,1,0.55,13,0.46,-4.0012,4,40
1/14/11,1,11,0,1,1,0.51,19,0.46,-4.9978,6,47
1/14/11,1,12,0,1,1,0.44,17,1.4,-2.998,2,59
1/14/11,1,13,0,1,1,0.37,26,2.34,-2.998,4,73
1/14/11,1,14,0,1,1,0.41,19,2.34,-2.0014,5,59
1/14/11,1,15,0,1,1,0.38,11,3.28,-0.0016,9,59
1/14/11,1,16,0,1,1,0.41,7,2.34,-0.0016,3,87
1/14/11,1,17,0,1,1,0.41,11,2.34,-0.9982,4,155
1/14/11,1,18,0,1,1,0.47,0,1.4,1.0016,5,134
1/14/11,1,19,0,1,1,0.59,6,-0.48,-2.998,3,89
1/14/11,1,20,0,1,1,0.59,0,0.46,-0.0016,0,68
1/14/11,1,21,0,1,1,0.69,0,-0.48,-0.9982,4,48
1/14/11,1,22,0,1,2,0.69,0,-0.48,-0.9982,2,34
1/14/11,1,23,0,1,2,0.55,0,0.46,-0.0016,1,26
1/15/11,1,0,0,0,1,0.55,0,0.46,-0.0016,3,25
1/15/11,1,1,0,0,2,0.59,6,-0.48,-2.998,2,18
1/15/11,1,2,0,0,2,0.59,6,-0.48,-2.998,0,12
1/15/11,1,3,0,0,2,0.59,0,-0.48,-0.9982,1,7
1/15/11,1,4,0,0,2,0.59,0,-0.48,-0.9982,0,5
1/15/11,1,5,0,0,1,0.59,0,-0.48,-0.9982,0,1
1/15/11,1,6,0,0,1,0.63,7,-1.42,-4.9978,1,2
1/15/11,1,7,0,0,1,0.63,0,-1.42,-2.0014,1,9
1/15/11,1,8,0,0,1,0.63,9,-1.42,-6.001,1,22
1/15/11,1,9,0,0,1,0.64,9,-0.48,-4.0012,2,31
1/15/11,1,10,0,0,1,0.59,11,0.46,-2.998,2,57
1/15/11,1,11,0,0,1,0.55,15,1.4,-2.998,18,54
1/15/11,1,12,0,0,1,0.48,15,3.28,-0.9982,15,74
1/15/11,1,13,0,0,1,0.38,20,5.16,1.0016,21,80
1/15/11,1,14,0,0,1,0.39,19,6.1,3.0014,26,92
1/15/11,1,15,0,0,2,0.36,13,7.04,5.0012,21,108
1/15/11,1,16,0,0,2,0.34,13,7.98,5.9978,33,95
1/15/11,1,17,0,0,2,0.36,19,7.04,3.998,29,54
1/15/11,1,18,0,0,2,0.45,17,6.1,3.0014,15,69
1/15/11,1,19,0,0,2,0.39,17,7.04,3.998,14,60
1/15/11,1,20,0,0,2,0.39,17,7.04,3.998,6,35
1/15/11,1,21,0,0,2,0.39,15,7.04,3.998,6,51
1/15/11,1,22,0,0,2,0.42,7,6.1,5.0012,0,26
1/15/11,1,23,0,0,1,0.45,19,6.1,3.0014,5,39
1/16/11,1,0,0,0,1,0.56,0,4.22,3.998,6,33
1/16/11,1,1,0,0,1,0.56,9,4.22,1.9982,4,19
1/16/11,1,2,0,0,1,0.56,6,4.22,3.0014,3,13
1/16/11,1,3,0,0,1,0.69,0,2.34,1.9982,9,6
1/16/11,1,4,0,0,1,0.56,11,4.22,1.0016,0,1
1/16/11,1,5,0,0,2,0.56,11,4.22,1.0016,1,1
1/16/11,1,6,0,0,2,0.56,11,4.22,1.0016,0,1
1/16/11,1,7,0,0,2,0.56,20,3.28,-2.0014,0,3
1/16/11,1,8,0,0,1,0.55,19,2.34,-2.0014,0,18
1/16/11,1,9,0,0,1,0.51,17,2.34,-2.0014,3,29
1/16/11,1,10,0,0,1,0.51,19,2.34,-2.0014,8,71
1/16/11,1,11,0,0,1,0.44,17,3.28,-0.9982,23,70
1/16/11,1,12,0,0,1,0.41,19,3.28,-2.0014,29,75
1/16/11,1,13,0,0,1,0.35,20,4.22,-0.9982,23,95
1/16/11,1,14,0,0,1,0.36,17,5.16,1.9982,22,69
1/16/11,1,15,0,0,1,0.38,17,4.22,-0.0016,35,78
1/16/11,1,16,0,0,1,0.38,15,3.28,-0.9982,22,77
1/16/11,1,17,0,0,1,0.37,17,2.34,-2.0014,23,82
1/16/11,1,18,0,0,1,0.4,11,1.4,-2.0014,11,56
1/16/11,1,19,0,0,1,0.47,9,0.46,-2.998,14,47
1/16/11,1,20,0,0,1,0.47,11,0.46,-2.998,7,50
1/16/11,1,21,0,0,1,0.51,11,0.46,-2.998,6,22
1/16/11,1,22,0,0,2,0.49,9,1.4,-2.0014,2,19
1/16/11,1,23,0,0,2,0.4,7,1.4,-0.9982,0,18
1/17/11,1,0,1,0,2,0.47,15,1.4,-2.998,1,16
1/17/11,1,1,1,0,2,0.44,13,1.4,-2.998,1,15
1/17/11,1,2,1,0,2,0.43,17,0.46,-4.9978,0,8
1/17/11,1,3,1,0,2,0.43,13,0.46,-4.0012,0,2
1/17/11,1,4,1,0,2,0.43,9,0.46,-2.998,1,2
1/17/11,1,5,1,0,2,0.43,11,0.46,-2.998,0,1
1/17/11,1,6,1,0,2,0.43,13,0.46,-4.0012,0,5
1/17/11,1,7,1,0,2,0.5,9,-0.48,-4.0012,4,9
1/17/11,1,8,1,0,2,0.47,15,-0.48,-6.001,3,30
1/17/11,1,9,1,0,2,0.47,15,-0.48,-6.001,8,39
1/17/11,1,10,1,0,2,0.5,17,-0.48,-6.001,7,50
1/17/11,1,11,1,0,2,0.55,13,-0.48,-6.001,9,55
1/17/11,1,12,1,0,2,0.47,9,0.46,-2.998,10,70
1/17/11,1,13,1,0,2,0.47,9,0.46,-2.998,13,80
1/17/11,1,14,1,0,2,0.43,7,0.46,-2.0014,12,74
