Year,Month,Day,Hours,Minutes,Time-since-start,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016,3,7,9,0,8016,60,0,18.89,37.66333333,17,39.93,19.39,37.4,18.2,36.09,18.2,53.45666667,2,77.09,17.5,31.39,20.1,40.93333333,17.6,39.32666667,8.00E-01,747.9,97,1,41,4.00E-01,48.35741754,48.35741754
2016,2,4,22,40,3490,60,20,22.7,43.82666667,22,42.5,22.1,44.225,20.79,45,19.36222222,76.995,7.8,95.09,18.39,40.59611111,21.39611111,51.30888889,18.29,46.23,6.50E+00,765.1,95,2,28.33333333,5.73E+00,24.45362936,24.45362936
2016,1,17,19,50,881,130,10,22.29,42.45666667,20.66666667,41.67888889,20.89,40.645,21.29,36.86333333,19.39,47.52777778,-3.59,91.36666667,20.56111111,31.05,22.365,40.5,17.82333333,37.76666667,-1.17E+00,764.8,74,2,40,-5.22E+00,47.23957027,47.23957027
2016,3,3,17,20,7490,100,0,21.65714286,40.81285714,20.07142857,38.74,20.7,38.06,21.01666667,34.515,18,45.28,6.871428571,53.75142857,20.30666667,29.2,22.12,37.036,18.675,41.1725,6.70E+00,749.3333333,68,3.333333333,40,1.17E+00,5.109073629,5.109073629
2016,4,2,10,40,11770,30,0,20.89,39.4,19,42.4,21.79,37.4,19.79,38.29,19.29,45,10.83,30.02333333,19.92666667,33.86333333,21.2,39.5,19.6,37.59,7.97E+00,758.0666667,80.66666667,2,64.66666667,4.83E+00,4.670759104,4.670759104
2016,2,27,8,20,6716,70,20,19.66666667,37.16333333,17.7,38.16333333,20.29,37.06,20.16333333,36.2,18.2,53.054,-0.133333333,70.63333333,18.7,36.56428571,19.79,44.26,17.7,40.9,7.00E-01,750.4,79.66666667,4,20.66666667,-2.43E+00,43.61006483,43.61006483
2016,3,11,8,50,8591,140,0,20.1,38.69333333,16.79,42.4,20.39,37.4,19.7,34.93333333,17.89,46.29,0.266666667,72.49666667,19.175,33.4975,20.5,40.49,18.2,39.89,1.25E+00,764.75,91.66666667,1,16.33333333,-3.33E-02,47.62770587,47.62770587
2016,2,29,15,10,7045,90,0,21.5,34.73,19.42666667,33.7,22.53333333,35.02666667,19.73,32.13333333,17.1,47.59,6.226666667,23.96333333,22.23,25,22.72666667,31.03,18.46333333,38.5,6.10E+00,762.2333333,45.16666667,5.833333333,40,-5.03E+00,33.37452926,33.37452926
2016,3,29,2,0,11142,50,0,22.6,37.7,19.5,41.7,23.39,38.79,20.53333333,38.7,20.1,46.03,5.911111111,60.67,21.1,33.7,23.29,43.51636364,20.56666667,42.7,5.80E+00,746.8,85,7,40,3.40E+00,2.066580229,2.066580229
2016,2,16,16,40,5182,60,0,21.79,34.66333333,20,35.16333333,21.2,35.045,20,33.96666667,19.2,38.26,4.06,45.26666667,22,25.13333333,22.79,31.66666667,18.39,39.93333333,4.30E+00,770.4666667,53,2.666666667,40,-4.53E+00,8.377595816,8.377595816
2016,3,8,16,50,8207,60,0,20,39.36333333,18.6,37.66333333,20.29,37.36333333,18.92666667,33.56,17.7,50.99,9.063333333,73.36666667,18.79,28.63333333,19.89,35.59,17.76,39.32666667,6.93E+00,756.75,58.83333333,3.166666667,40,-7.50E-01,28.77874596,28.77874596
2016,3,22,1,10,10129,50,0,22.16666667,37.7,19.6,39.73,21.89,36.79,22.03333333,36.62666667,19.29,49.12666667,6.19,47.03,19.7,37,22.26,44.2,19.2,38.5,5.42E+00,759.45,85,1.166666667,20,3.10E+00,28.72791555,28.72791555
2016,3,27,21,50,10973,70,0,22.29,38.36333333,19.96333333,40.9,22.79,37.73,20.6,39.82666667,20.1,46.62666667,8,50.2,21.39,35.26666667,23.7,38.13333333,20.2,39.4,8.52E+00,749.7666667,77.33333333,6.833333333,40,4.78E+00,27.62763168,27.62763168
2016,1,28,5,40,2380,40,0,18.89,46.79,18.1,46.66333333,19.5,45.0675,17.89,47.7,17.29,53.4,7.19,99.9,17.39,44.29,17.48166667,50.68166667,16.85666667,48.46666667,6.73E+00,760.8666667,89.66666667,3,32.66666667,5.17E+00,43.55422419,43.55422419
2016,1,26,23,0,2196,390,40,21,47.06333333,20.53333333,45.63333333,20.53333333,45.59,18.5,46.43,17.80555556,64.77555556,9.463333333,92.93333333,18.81388889,45.49833333,17.89,49.36333333,17.1,47.66333333,9.70E+00,759.4,83,9,40,6.90E+00,11.08273694,11.08273694
2016,3,18,2,20,9560,50,0,22.2,35.29,18.73,38.7,21.39,35.53,21.89,32.79,18.79,59.26666667,1.79,65.32333333,20.7,27.89,22.6,41.26,19.89,37.9,1.30E+00,763.8333333,91,2,51.66666667,0.00E+00,7.636968442,7.636968442
2016,2,22,23,30,6087,50,20,21.7,43.43333333,20.32333333,44.09,21.5,42.4,21.6,43.59,19.56,54.96,5.466666667,87.93333333,19.29,42.79,21.79,49.09,18.5,44.59,4.75E+00,753.75,95,2,42.5,3.95E+00,19.06298758,19.06298758
2016,3,14,6,0,9006,50,0,20.2,35,16.73,39.9,20.39,37.09,19.29,33.7,18.29,49.23,-0.488888889,67.83111111,21.2,34.06,22.52222222,41.29,19.29,40,0.00E+00,768.4,90,4,61,-1.40E+00,14.27147256,14.27147256
2016,4,29,21,30,15723,60,0,23.32333333,36.4,21.13333333,38.13333333,22.6,36.2,20,38.4,19.2,43.46666667,7.156666667,44.79333333,19.2,34.29,22.2,41.99,18.79,37.6675,6.95E+00,756.05,89,3,40,5.20E+00,33.56720492,33.56720492
2016,4,13,11,10,13357,50,0,22.2,42.15666667,20.35666667,44.36,23.32333333,40.09,22.2,40.43333333,20.79,46.56,13.354,27.014,21.1,35.29,21.79,39.42,20.5,39.59,1.02E+01,751.05,76,1,40,6.07E+00,20.59721391,20.59721391
2016,2,5,21,40,3628,60,0,22.73,44.9,22.2,43.5,22.29,45.2,20.39,47.73,18.79,56.075,9,90.96666667,18.52777778,43.29,20.88444444,49.96,18.6,47.82666667,8.67E+00,758.7333333,90.66666667,6,21.66666667,7.23E+00,25.62701943,25.62701943
2016,5,8,20,0,17010,70,0,25,35.62333333,25.32333333,32.02666667,26.11666667,36.4,24.89,34.86333333,24.32666667,43.19666667,22.46571429,1,24.025,31.0975,24.5,35.28,23.1,37.76,2.38E+01,750.6,32,4,40,6.00E+00,31.18746412,31.18746412
2016,1,21,2,0,1350,40,0,19.2,38.7,18.39,38.2,18.79,39.79,18.1,38.09,16.5,57.15722222,0.666666667,96.96666667,16.2,33.79,19.39611111,46.51,15.89,41.86333333,-2.00E+00,762.2,94,2,46,-2.90E+00,3.793748328,3.793748328
2016,3,6,23,20,7958,60,20,20,38.09,17.79,39.7,20.1,38.86333333,20.29,37.06,17.96333333,73.03333333,-0.5,77.22666667,17.89,31.6,21.5,41.32666667,17.6,36.82666667,6.67E-01,747.9,97.33333333,1,58.33333333,3.00E-01,22.30051111,22.30051111
2016,2,7,6,40,3826,50,0,21.5,45.09,20.79,44.2,22.2,44.9,18.89,45.5,19,59.65722222,7.16,90.5,18.82888889,41.33277778,21.57222222,54.42222222,19.2,50.7,7.33E+00,742.6333333,88.33333333,5,35.66666667,5.53E+00,3.59919864,3.59919864
2016,2,14,1,0,4800,60,0,21.5,39.9,19.7,40.9,21.42666667,40.53,19.1,41.09,18.12777778,52.09,3.326666667,92.3,19.1,37.79833333,21.755,45.53833333,18,43.23,2.70E+00,733.2,99,3,16,2.60E+00,17.70399041,17.70399041
2016,4,15,20,0,13698,120,10,22.89,43.32666667,21.23,43.7,24.2,38.79,22.29555556,40.48833333,22.16333333,80.83,13.03333333,32.43333333,21.79,35.56666667,23.79,42.52666667,20.89,42.76,1.31E+01,745,70,6,40,7.70E+00,26.89721956,26.89721956
2016,4,21,20,30,14565,200,0,22.89,37.2,22.2,35.4,23,36.4,22.89,34.09,20.7,41.5,15.82333333,1,22.22571429,32.99714286,23,39.19333333,20.1,34.83333333,1.48E+01,759.55,58,3.5,40,6.50E+00,2.341465338,2.341465338
2016,3,10,22,20,8528,70,10,22.03333333,37.43333333,19.6,39.82666667,21.2,37.5,21.16666667,33.9,19.2,47.66666667,3.126666667,50.76,19.7,32,22.1,38.03,18.1,39.72333333,3.13E+00,762.4,82.66666667,1.666666667,61.33333333,5.00E-01,41.11092917,41.11092917
2016,4,4,22,10,12127,80,0,22.96333333,45.09,20.79,46.93333333,24.6,40.4,21.73,44.03,21.89,86.19,10,44.23333333,21.7,40.23,24.2,45.69666667,20.76,44.59,9.85E+00,749.1833333,91,1.833333333,30.83333333,8.40E+00,4.675825837,4.675825837
2016,3,6,17,50,7925,140,0,20.39,37.06,19.1,37.63333333,20,37.29,19,36.96666667,17.6,46.4,4.433333333,76.03,18.23,32.09,21.63333333,39.09666667,17.89,37.59,2.87E+00,747.4,91.33333333,2.333333333,43.5,1.60E+00,39.11557357,39.11557357
2016,4,27,22,0,15438,80,10,22,35.12666667,19.53333333,37.06,21.39,34.5,20.39,36.2,19.96333333,78,1.29,49.5,19.53333333,29.29,22.79,39.43333333,19,33.9,3.30E+00,754.7,85,1,40,1.00E+00,36.45831936,36.45831936
2016,2,7,13,0,3864,40,0,21.1,44.32666667,20.5,42,21.5,43.5,18.79,43.06,19.02222222,58.18666667,8.666666667,63.33333333,18.82888889,37.49444444,20.92055556,46.27111111,19.1,44.96666667,8.40E+00,746.1,73,8,40,3.70E+00,41.38762907,41.38762907
2016,1,12,22,40,178,40,0,19.66666667,43,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.63333333,17.84,41.085,18.6,49.664375,16.92666667,45.09666667,5.43E+00,746.4666667,85.33333333,6.333333333,36.33333333,3.10E+00,30.26517233,30.26517233
2016,1,27,12,40,2278,30,0,19.76,46,18.89,45.7,19.96333333,45.16333333,18.6,47.2,17.5,55.09,11.13,86.73,17.79,45,17.7,50.59,17.1,48.9,1.11E+01,756.7333333,83,10.66666667,36.33333333,8.27E+00,12.34468463,12.34468463
2016,3,28,0,50,10991,60,0,21.79,38.29,19.2,41.5,23,38.29,20.26,39.26,20,47.36333333,8.5,44.89,21.39,37.66333333,23.6,40.96666667,20.29,41.82666667,8.57E+00,747.75,74.33333333,8,40,4.22E+00,38.46117748,38.46117748
2016,1,13,14,10,271,60,0,19,41.29,18.39,40.62666667,19.2,42.79,19,41.7,17.5,50.46333333,6.333333333,61.09666667,17.42666667,37.7,17.79,45.09,16.89,41.9,6.80E+00,757.55,70.66666667,5.166666667,29.16666667,1.75E+00,5.451463431,5.451463431
2016,1,29,2,50,2507,40,0,18.5,43.29,17.6,44,19.39,42.59,17.29,43.59,16.89,51.09,1.933333333,98.3,17.5,38.79,17.6,45,16.6,43.2,3.78E+00,764.6,80.66666667,5.833333333,40,7.00E-01,0.925296545,0.925296545
2016,4,30,20,50,15863,80,0,21.6,38.645,19.5,40.36333333,23.39,36.06,20,38.06,19.7,49.46666667,7.026666667,17.03333333,19.6,31.29,22.5,36.9,19.29,37.2,8.05E+00,762,68.66666667,5.166666667,40,2.58E+00,27.68728968,27.68728968
2016,1,20,6,50,1235,150,10,18.5,39.79,17.1,40.03,18.79,39.2,17.29,38.5,16.86357143,47.65142857,-3.53,90.05222222,16.90833333,32.52833333,19.03333333,44.99,16.32333333,42.5,-2.83E+00,758.9,90,2.166666667,61,-4.32E+00,43.9256647,43.9256647
2016,2,9,1,40,4084,50,0,22.56666667,42.29,21.79,41.09,23.1,42.73,21.06666667,43.36333333,20.62777778,47.525,6.123333333,74.8,19.1,37.5,22.08888889,48.89888889,19,44.56,6.27E+00,744.8,79,8.666666667,36,2.77E+00,12.91251552,12.91251552
2016,4,4,6,10,12031,70,0,21.6,44.32666667,19.82333333,46.53,23.1,41.73,21,43.66333333,19.79,49.66333333,11.3,52,21,39.5,23.39,50.73,20.5,48,1.18E+01,748.1166667,88,4.5,40,9.75E+00,44.18098853,44.18098853
2016,2,1,8,20,2972,50,10,21,48.2,20.1,47.7,21.5,46.73,20.32333333,49.1,19.1,54.085,10.72666667,96.16666667,19.08888889,50.22666667,20.6,55.28055556,17.7,52.86333333,1.07E+01,759.5,86.33333333,7.666666667,22.66666667,8.53E+00,39.06583295,39.06583295
2016,2,23,7,30,6135,50,0,20.6,43.46333333,18.79,45,21.56666667,42.03,20.2,41.46333333,18.89,50.2,3.73,87.65666667,19.29,43.29,21.2,49.23,18.6,47,3.85E+00,754.3,95,1.5,42.5,3.10E+00,39.08696959,39.08696959
2016,5,11,7,0,17364,70,0,24.76,47.7,23.1,49.79,26.14285714,43,24.79,45.5,23.89,53.96666667,15.46714286,57.98142857,24.46857143,43.36857143,25.79,49.46666667,24.1,47.09,1.43E+01,748.5,96,3,24,1.36E+01,3.067615395,3.067615395
2016,2,18,14,30,5457,40,0,20.5,34.65666667,18.79,35.2,19.89,36.7,19.39,33.76,17.45875,43.8175,6.69,48.4,17.7,27.7,19.6,34.94285714,17.7,36.32142857,3.55E+00,755.75,72,4.5,23,-1.05E+00,13.28537009,13.28537009
2016,1,14,11,10,397,260,20,19,42.93333333,18.82333333,41.09,20.99333333,47.76666667,18.79,42.12666667,17.2,52.9,2.7,95.46666667,17.39,38.23,18.1,45.23,16.89,46,2.40E+00,748.85,92.83333333,4.166666667,40,1.37E+00,15.58861872,15.58861872
2016,4,29,16,30,15693,90,0,22.2,37.66333333,21,37.09,23.46333333,34.96666667,19.7,38.42,19,42,11.96333333,29.72333333,19.2,33.9,20.56666667,40.02666667,18.66666667,37.36333333,8.00E+00,755.8,86.5,3.5,34.5,5.85E+00,15.45178245,15.45178245
2016,5,9,18,40,17146,160,30,25.6,43.13333333,25.7,38.86333333,26.5,38.47,25.6,40.66,23.575,47.52,22.29875,1,24.2,37.8,24.89,44.92857143,23.6,41.234,2.25E+01,752.1333333,44,3,40,9.47E+00,48.6585406,48.6585406
2016,1,26,12,30,2133,50,0,19.89,45.5,19.2,45.09,20.39,44.29,19.1,46.7,17.51111111,53,11.1,98.43333333,17.5,43.5,18.11111111,50,17.16666667,48.7,1.03E+01,761.9,85.5,7.5,23.5,7.95E+00,39.24086293,39.24086293
2016,3,13,6,0,8862,50,0,20.29,35.16333333,16.63333333,40,20.2,37,19.39,34.29,18.1,49.09,-1.2,70.5,20.53333333,33.5,22.39,39.09,19,40.43333333,-6.00E-01,768.8,93,3,39,-1.60E+00,41.92123144,41.92123144
2016,2,4,0,30,3357,40,0,22.06666667,43.06,21.23,41.93333333,22.5,43.95555556,20.7,42.26,19.16111111,61.12722222,2.53,86.39666667,18.6,37.91666667,22.87888889,46.63888889,18.29,45.96333333,2.45E+00,765.45,90,2.5,34.5,9.00E-01,43.99795731,43.99795731
2016,4,13,6,0,13326,190,0,22,42.16333333,19.1,46.59,23.89,38.82666667,22.2,38.145,20.79,52,6.09,54.52666667,21.29,34.7,22.79,45.26142857,21,43.7,5.50E+00,750.2,90,1,40,4.00E+00,34.74082139,34.74082139
2016,2,26,19,10,6637,210,10,20.53333333,38.76333333,19.2,36,20.7,35.5,19.39,34.6,18,42.754,4.9,49.36333333,18.29,29.52857143,20.2,37.645,17.79,35.29,3.95E+00,751.7666667,78.16666667,2.166666667,21.83333333,3.83E-01,22.25030124,22.25030124
2016,1,31,21,40,2908,100,20,23,46.26,22,45.13333333,21.89,46.6725,19.7,50.4,20.72944444,65.17055556,11.46333333,99.9,19.2,50.245,21.81777778,53.10055556,17.1,51,1.16E+01,754.1666667,93.66666667,8,35.33333333,1.06E+01,27.46782177,27.46782177
2016,4,12,11,0,13212,50,0,22.1,42.09,24.2,37.59,23.13333333,39,23.46333333,39.16333333,21,43.4,15.16666667,15.49333333,21.5,35.79,22.07142857,41.2,21.39,41.43333333,1.35E+01,752,67,3,40,7.50E+00,22.83356392,22.83356392
2016,4,30,16,10,15835,280,0,21.89,36.02666667,21.03333333,35.52666667,23.92666667,34.36333333,20.1,36.96666667,19.7,51.19333333,12.42666667,1.893333333,19.7,30.2,22.79,37.9,19.42666667,38.12666667,1.07E+01,759.9166667,62.33333333,6,40,3.67E+00,36.09508226,36.09508226
2016,5,19,3,0,18492,50,0,23.13333333,41,20.7,43.79,24.6,39.4,23.06666667,40.26,21.1,50.4,7.366666667,50.46333333,23.2,40.2,24.1,43.4,22.5,43.4,8.10E+00,749.2,97,2,26,7.60E+00,28.47209211,28.47209211
2016,3,13,22,20,8960,30,0,21.55,35.4,18.76,38.03,20.53333333,36.59,20.16666667,33.5,19.1,57.13333333,3.826666667,52.16666667,21.6,30.66333333,23.7,35.52666667,19.39,37.46666667,4.57E+00,769.1,78.66666667,4,21.66666667,1.13E+00,40.40814716,40.40814716
2016,1,28,12,10,2419,40,0,18.89,46.03,18.39,45.62666667,19.7,44.59,18.2,45.76,17.2,52.46111111,6.06,99.9,17.58888889,41.765,17.66111111,48.09444444,16.89,46.73,6.80E+00,765.2833333,75.66666667,1.166666667,40,2.73E+00,30.50682757,30.50682757
2016,1,29,10,50,2555,40,0,18,43.53,17.13333333,44.2,19.1,42.09,16.89,43.9,16.7,50.345,7.126666667,83.39666667,17.08888889,39.18777778,17.19444444,45.515,16.29,43.4,6.65E+00,763.75,80.33333333,8.166666667,40,3.50E+00,37.58601698,37.58601698
2016,1,13,8,10,235,30,0,18.79,44.06,18,43.7,19.5,43.9,18.29,43.7,18.29,57.245,5.59,79.49666667,17.79,41.96666667,18.39,50.56,17.1,48.1,5.00E+00,754.45,89.66666667,4.833333333,21.5,3.37E+00,34.48139244,34.48139244
2016,3,27,14,40,10930,70,0,22.7,37.26,21.7,37.23,22.82333333,37.73,20.66666667,39.16333333,20.2,49.65666667,14.06666667,20.46,21.6,33.73,23.7,38.36,20.29,40.79,1.19E+01,750.9666667,58,9,40,3.83E+00,31.42371085,31.42371085
2016,2,4,9,40,3412,140,0,20.79,45.76333333,19.89,42.33333333,21.43277778,42.46111111,20.76,41.76,18.62222222,54.61166667,4.53,96.03,18.29,37.525,20.85666667,45.61277778,18.32333333,46.56666667,4.33E+00,762,95.66666667,7.333333333,58.33333333,3.70E+00,26.91037636,26.91037636
2016,3,28,14,40,11074,250,0,23.29,39.06,22.6,36.96,24.06666667,40.92333333,21.42666667,39.29,20.1,45.09,13.495,27.72833333,21.96333333,33,23.245,37.245,20.5,42.56,1.09E+01,742.4,63.33333333,11,40,4.13E+00,8.995871118,8.995871118
2016,2,16,1,10,5089,30,0,21.2,39.09,19,40.16333333,21.06666667,39.76,21.56666667,37.7,18.96333333,43.45666667,-1.826666667,81.56,19.1,32.1725,21.5,41.6,18,39.76,-7.67E-01,769.1,89.16666667,1,25.5,-2.38E+00,35.66954101,35.66954101
2016,3,25,10,20,10616,310,0,21,40.5,18.46333333,44.26,21.7,38.2,19.79,39.29,19.29,48.36333333,7.763333333,74.3,20.06666667,37.46666667,21.5,42.2,19.39,41.29,7.17E+00,753.8,95.66666667,4.666666667,62.66666667,6.53E+00,22.86531732,22.86531732
2016,1,19,5,20,1082,40,0,19.2,39.09,17.7,39.5675,19.6,40.46666667,18.5,38.09,17.05555556,59.76111111,-5.209444444,84.12277778,17.6,33.9,19.49388889,45.01444444,16.79,41.46666667,-4.23E+00,756.3333333,89.66666667,1,63.66666667,-5.73E+00,31.93779849,31.93779849
2016,5,5,19,50,16577,90,0,24.1,33.46666667,23.6,31.26,23.6,34.56,23,32.59,22.43,67.93333333,19.56,1,22.6,30.1,22.89,34.96333333,20.89,35.7,1.79E+01,757.95,43.16666667,3.166666667,40,4.95E+00,40.10091907,40.10091907
2016,3,21,22,50,10115,30,20,22.6,36.9,20.46333333,38.9,22,36.5,22.36,37.22333333,19.5,52.22333333,7.5,42.09333333,19.6,35.36333333,22.66666667,41.23,19.2,36.62666667,6.72E+00,759.6666667,80,2.166666667,58,3.53E+00,47.87803099,47.87803099
2016,1,19,22,0,1182,120,0,19.79,39.12666667,18.89,39.13333333,19.96333333,39.62666667,19.76,35.76,18.13333333,59.99,-5.585,83.68444444,17.56666667,29.29,20.42666667,39.26666667,16.23,34.79333333,-3.60E+00,758.2,91,1,61,-4.90E+00,22.31843461,22.31843461
2016,3,15,19,30,9231,470,0,21.46333333,42.26666667,19.39,43.99,21,38,20.79,36.09,19.1,45.13333333,7.226666667,48.76666667,21.29,28.46333333,23,36.15666667,19.7,37.9,6.50E+00,764,83,6,21.5,3.75E+00,41.78037748,41.78037748
2016,5,4,11,30,16383,80,0,22.5,32.22666667,25.5,24.62333333,22.46333333,32.23,23,31.95666667,20.6,50.4,17.23,1,21.1125,30.365,22.89,37.23,20.54,37.29,1.38E+01,766.8,48,3,40,2.85E+00,41.04381772,41.04381772
2016,1,14,12,40,406,210,0,20.36,45.19333333,19.8925,40.3725,22.06666667,46.93333333,18.96333333,42.43,17.1,53.2,3.433333333,95.76,17.39,37.93333333,18,44.79,17.1,46.12666667,3.77E+00,748.4,89.33333333,5.666666667,40,2.17E+00,18.5178533,18.5178533
2016,2,5,16,30,3597,50,10,22.2,44.59,21.79,43.2,22,44.4,20.1,47.59,18.7,56.79,10.5,90.46666667,18.5,44.21,19.90833333,50.10833333,18.6,48.76,9.90E+00,760.85,89.5,5,40,8.25E+00,26.00093676,26.00093676
2016,3,31,15,30,11511,110,0,21.2,39.4,19.53333333,41.26,22,37.66333333,20.66666667,40.06,20.35666667,45.36333333,9.463333333,56.43,20.23,34.23,24.46333333,40.43,19.96333333,38.09,8.10E+00,754.3,80.5,4.5,34,4.90E+00,12.22542814,12.22542814
2016,2,5,15,10,3589,50,0,22.1,44.96666667,21.79,43.59,21.90222222,44.46111111,20.29,48.26,18.67777778,57.215,10.6,90.26333333,18.5,44.2,20,50.22,18.6,49.06,9.80E+00,761.4166667,89,5.833333333,40,8.10E+00,43.3129792,43.3129792
2016,5,26,9,0,19536,100,0,23.56666667,43.4,26.83,36.62,24.79,39.56,24.03333333,42.53,21.39,49.9,16.96666667,24.46666667,23.1,39.59,23.5,44.36333333,22.39,43.79,1.05E+01,757.3,99,1,32,1.04E+01,44.31136042,44.31136042
2016,5,4,14,20,16400,70,0,23.29,34.36333333,24.32333333,29.76,23.16666667,33.86333333,23.29,33.2,20.56666667,46.66333333,17.32333333,1,22,29.36142857,23.89,35.52666667,20.5,36.96,1.54E+01,766.1,35.66666667,3,40,3.00E-01,30.14211355,30.14211355
2016,2,26,22,50,6659,40,0,21.23,36.59,19.89,36.76,20.7,36.93333333,20.2,34.93333333,20.14285714,77.12857143,2.29,63.99666667,18.7,32.976,20.85666667,41.26666667,17.7,37.06,3.02E+00,751.05,80,2,21.83333333,-1.67E-01,39.35763582,39.35763582
2016,5,24,13,40,19276,140,0,24.23,41.03,23.6,39.82666667,25.2,39.2,23.7,41.09,23.29,51.24,16.63333333,1,23.23,35,24.6,41.134,22.7,39.12666667,1.33E+01,759,69.66666667,4.666666667,32.66666667,7.83E+00,43.31941153,43.31941153
2016,5,3,5,0,16200,70,0,21.79,39.2,19.6,41.66333333,22.89,37.7,22,37.79,19.82333333,48.73,6.833333333,50.49,20.89,39.59,22.79,45.43333333,19.89,42.29,7.90E+00,760.7,92,3,26,6.70E+00,15.93769616,15.93769616
2016,5,5,10,40,16522,100,0,22.5,33.26666667,26.92666667,24.82333333,23.39,34.12666667,22.89,31.56666667,21.66666667,61.5,18.39,1,21.79,28.7,23.23857143,36.64285714,20.79,36.99333333,1.44E+01,762.4,42,5,40,1.60E+00,5.265930283,5.265930283
2016,2,25,9,20,6434,250,20,20.2,38.46333333,18.29,39.65666667,20.32333333,38.33333333,21.29,36.39,17.89,49.52428571,0.666666667,84.59333333,18.93714286,33.55428571,20.63333333,40,18,38.65666667,2.00E+00,756.5333333,88.33333333,1.333333333,58.66666667,2.33E-01,4.110671335,4.110671335
2016,3,17,7,20,9446,60,10,20.6,36.245,17,40.3425,21.85666667,35.29666667,20,32.55,18.39,44.83333333,-1.7,56.745,19.6,27.36,22.06666667,39.8,19.56666667,39.2,-3.00E-01,766.4,88.33333333,1.333333333,62.33333333,-2.07E+00,36.55618301,36.55618301
2016,2,19,13,30,5595,70,0,20.39,39.42666667,19.16666667,38.45666667,23.07142857,41.28571429,18.76,35.96666667,17.29,45.554,6.09,83.32333333,18.29,31.39,19.79,38.29,17.7,41.5,6.65E+00,760.8,74.5,4,34.5,2.35E+00,15.48453788,15.48453788
